candidate_id,file_path,language,topic,location,claim_type,current_text,suggested_source,status
C02686,src/content/newaza/techniques.md,base,Guard Recovery,line 104,general,Beschrijving: Ontsnappen met heup beweging,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02687,src/content/newaza/techniques.md,base,Guard Recovery,line 105,general,"Stappen: 1) Bridge, 2) Hip out, 3) Frame",Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02688,src/content/newaza/techniques.md,base,Guard Recovery,line 106,general,"Toepassingen: Vanuit side control, mount",Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02689,src/content/newaza/techniques.md,base,Guard Recovery,line 109,general,Beschrijving: Omverwerping met bridge,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02690,src/content/newaza/techniques.md,base,Guard Recovery,line 110,general,"Stappen: 1) Bridge, 2) Roll, 3) Guard recovery",Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02691,src/content/newaza/techniques.md,base,Guard Recovery,line 111,general,Toepassingen: Vanuit mount,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02692,src/content/newaza/techniques.md,base,Guard Recovery,line 114,general,Beschrijving: Ontsnappen met frames,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02693,src/content/newaza/techniques.md,base,Guard Recovery,line 115,general,"Stappen: 1) Create frames, 2) Create space, 3) Escape",Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02694,src/content/newaza/techniques.md,base,Guard Recovery,line 116,general,"Toepassingen: Vanuit side control, mount",Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02695,src/content/newaza/techniques.md,base,Techniek Principes,line 118,general,Techniek Principes,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02696,src/content/newaza/techniques.md,base,Leverage,line 122,general,Leverage is het gebruik van mechanische voordelen om kracht te vermenigvuldigen.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02697,src/content/newaza/techniques.md,base,Leverage,line 125,general,Fulcrum: Gebruik een draaipunt voor kracht,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02698,src/content/newaza/techniques.md,base,Leverage,line 126,technique,Distance: Houd de juiste afstand,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02699,src/content/newaza/techniques.md,base,Leverage,line 127,general,Angle: Gebruik de juiste hoek,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02700,src/content/newaza/techniques.md,base,Leverage,line 128,general,Timing: Timing is cruciaal,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02701,src/content/newaza/techniques.md,base,Pressure,line 132,general,Pressure is het uitoefenen van constante druk om controle te behouden.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02702,src/content/newaza/techniques.md,base,Pressure,line 135,general,Weight pressure: Gebruik je lichaamsgewicht,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02703,src/content/newaza/techniques.md,base,Pressure,line 136,general,Grip pressure: Druk door grip,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02704,src/content/newaza/techniques.md,base,Pressure,line 137,general,Positional pressure: Druk door positie,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02705,src/content/newaza/techniques.md,base,Pressure,line 138,general,Psychological pressure: Mentale druk,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02706,src/content/newaza/techniques.md,base,Flow,line 142,general,Flow is het vermogen om vloeiend tussen technieken te bewegen.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02707,src/content/newaza/techniques.md,base,Flow,line 145,general,Chain reactions: Koppel technieken aan elkaar,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02708,src/content/newaza/techniques.md,base,Flow,line 146,general,Transitions: Vloeiende overgangen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02709,src/content/newaza/techniques.md,base,Flow,line 147,general,Adaptation: Aanpassing aan reacties,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02710,src/content/newaza/techniques.md,base,Flow,line 148,general,Creativity: Creatieve toepassingen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02711,src/content/newaza/techniques.md,base,Training Methodologie,line 150,general,Training Methodologie,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02712,src/content/newaza/techniques.md,base,Isolated Training,line 152,general,Isolated Training,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02713,src/content/newaza/techniques.md,base,Isolated Training,line 156,general,Repetition: Herhaal technieken vele malen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02714,src/content/newaza/techniques.md,base,Isolated Training,line 157,general,Precision: Focus op precisie,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02715,src/content/newaza/techniques.md,base,Isolated Training,line 158,general,Control: Oefen met controle,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02716,src/content/newaza/techniques.md,base,Isolated Training,line 159,general,Feedback: Zoek feedback van instructeurs,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02717,src/content/newaza/techniques.md,base,Combination Training,line 161,general,Combination Training,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02718,src/content/newaza/techniques.md,base,Combination Training,line 165,general,Chain drilling: Oefen techniek ketens,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02719,src/content/newaza/techniques.md,base,Combination Training,line 166,general,Flow drilling: Vloeiende combinaties,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02720,src/content/newaza/techniques.md,base,Combination Training,line 167,general,Positional sparring: Specifieke posities,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02721,src/content/newaza/techniques.md,base,Combination Training,line 168,general,Live training: Echte toepassing,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02722,src/content/newaza/techniques.md,base,Application Training,line 170,general,Application Training,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02723,src/content/newaza/techniques.md,base,Application Training,line 174,technique,Resistance training: Tegen weerstand,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02724,src/content/newaza/techniques.md,base,Application Training,line 175,general,Speed training: Met snelheid,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02725,src/content/newaza/techniques.md,base,Application Training,line 176,general,Pressure training: Onder druk,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02726,src/content/newaza/techniques.md,base,Application Training,line 177,general,Competition: In wedstrijden,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02727,src/content/newaza/techniques.md,base,Techniek Specifieke Veiligheid,line 181,safety,Techniek Specifieke Veiligheid,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02728,src/content/newaza/techniques.md,base,Techniek Specifieke Veiligheid,line 183,general,Joint locks: Pas geleidelijk toe,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02729,src/content/newaza/techniques.md,base,Techniek Specifieke Veiligheid,line 184,general,Chokes: Wees voorzichtig met druk,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02730,src/content/newaza/techniques.md,base,Techniek Specifieke Veiligheid,line 185,general,Pressure: Respecteer grenzen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02731,src/content/newaza/techniques.md,base,Techniek Specifieke Veiligheid,line 186,general,Speed: Controleer snelheid,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02732,src/content/newaza/techniques.md,base,Algemene Veiligheid,line 188,safety,Algemene Veiligheid,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02733,src/content/newaza/techniques.md,base,Algemene Veiligheid,line 190,general,Warm-up: Altijd goed opwarmen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02734,src/content/newaza/techniques.md,base,Algemene Veiligheid,line 191,general,Cool-down: Afkoelen na training,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02735,src/content/newaza/techniques.md,base,Algemene Veiligheid,line 192,general,Hydration: Blijf gehydrateerd,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02736,src/content/newaza/techniques.md,base,Algemene Veiligheid,line 193,general,Rest: Neem voldoende rust,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02737,src/content/newaza/techniques.md,base,Voortgang en Ontwikkeling,line 195,general,Voortgang en Ontwikkeling,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02738,src/content/newaza/techniques.md,base,Beginner Niveau,line 197,general,Beginner Niveau,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02739,src/content/newaza/techniques.md,base,Beginner Niveau,line 199,general,Basic positions: Leer basis posities,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02740,src/content/newaza/techniques.md,base,Beginner Niveau,line 200,general,Simple techniques: Eenvoudige technieken,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02741,src/content/newaza/techniques.md,base,Beginner Niveau,line 201,safety,Safety: Veiligheid voorop,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02742,src/content/newaza/techniques.md,base,Beginner Niveau,line 202,general,Fundamentals: Sterke fundamenten,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02743,src/content/newaza/techniques.md,base,Intermediate Niveau,line 204,general,Intermediate Niveau,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02744,src/content/newaza/techniques.md,base,Intermediate Niveau,line 206,general,Complex techniques: Complexere technieken,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02745,src/content/newaza/techniques.md,base,Intermediate Niveau,line 207,general,Combinations: Techniek combinaties,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02746,src/content/newaza/techniques.md,base,Intermediate Niveau,line 208,general,Strategy: Strategisch denken,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02747,src/content/newaza/techniques.md,base,Intermediate Niveau,line 209,general,Competition: Wedstrijd ervaring,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02748,src/content/newaza/techniques.md,base,Advanced Niveau,line 211,general,Advanced Niveau,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02749,src/content/newaza/techniques.md,base,Advanced Niveau,line 213,general,Innovation: Innovatieve toepassingen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02750,src/content/newaza/techniques.md,base,Advanced Niveau,line 214,general,Teaching: Lesgeven aan anderen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02751,src/content/newaza/techniques.md,base,Advanced Niveau,line 215,general,Refinement: Verfijning van technieken,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02752,src/content/newaza/techniques.md,base,Advanced Niveau,line 216,general,Leadership: Leiderschap in dojo,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02753,src/content/newaza/training-elements.md,base,training-elements,line 1,general,De trainingselementen van newaza vormen de basis voor alle grondgevecht technieken. Deze elementen zijn essentieel voor het ontwikkelen van de juiste vaardigheden en begrip van grondgevecht principes.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02754,src/content/newaza/training-elements.md,base,Basis Trainingselementen,line 3,general,Basis Trainingselementen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02755,src/content/newaza/training-elements.md,base,Balans en Stabiliteit,line 5,general,Balans en Stabiliteit,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02756,src/content/newaza/training-elements.md,base,Balans en Stabiliteit,line 7,general,Balans is cruciaal in newaza. Zonder goede balans ben je kwetsbaar voor omverwerpingen en submissies.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02757,src/content/newaza/training-elements.md,base,Balans en Stabiliteit,line 10,general,Centrum van zwaartekracht: Houd je centrum laag en stabiel,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02758,src/content/newaza/training-elements.md,base,Balans en Stabiliteit,line 11,general,"Basis: Zorg voor een brede, stabiele basis",Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02759,src/content/newaza/training-elements.md,base,Balans en Stabiliteit,line 12,general,Gewichtsverdeling: Verdeel je gewicht gelijkmatig,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02760,src/content/newaza/training-elements.md,base,Balans en Stabiliteit,line 13,general,Kernstabiliteit: Gebruik je buikspieren voor stabiliteit,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02761,src/content/newaza/training-elements.md,base,Positiecontrole,line 15,general,Positiecontrole,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02762,src/content/newaza/training-elements.md,base,Positiecontrole,line 17,general,Het verkrijgen en behouden van dominante posities is fundamenteel in newaza.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02763,src/content/newaza/training-elements.md,base,Positiecontrole,line 20,general,Top positie: Probeer altijd boven je tegenstander te blijven,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02764,src/content/newaza/training-elements.md,base,Positiecontrole,line 21,general,Hip control: Controleer de heupen van je tegenstander,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02765,src/content/newaza/training-elements.md,base,Positiecontrole,line 22,general,Pressure: Oefen constante druk uit,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02766,src/content/newaza/training-elements.md,base,Positiecontrole,line 23,general,Movement: Blijf in beweging om reacties te forceren,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02767,src/content/newaza/training-elements.md,base,Grip en Greep,line 25,general,Grip en Greep,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02768,src/content/newaza/training-elements.md,base,Grip en Greep,line 27,general,Effectieve grip technieken zijn essentieel voor controle en submissies.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02769,src/content/newaza/training-elements.md,base,Grip en Greep,line 30,general,Collar grip: Greep aan de kraag voor controle,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02770,src/content/newaza/training-elements.md,base,Grip en Greep,line 31,general,Sleeve grip: Greep aan de mouw voor hefboom,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02771,src/content/newaza/training-elements.md,base,Grip en Greep,line 32,general,Lapel grip: Greep aan de revers voor submissies,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02772,src/content/newaza/training-elements.md,base,Grip en Greep,line 33,general,Cross grip: Kruisgrepen voor extra controle,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02773,src/content/newaza/training-elements.md,base,Transities,line 37,general,Vloeiende overgangen tussen posities zijn cruciaal voor succesvolle newaza.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02774,src/content/newaza/training-elements.md,base,Transities,line 40,general,Hip movement: Gebruik je heupen voor krachtige bewegingen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02775,src/content/newaza/training-elements.md,base,Transities,line 41,general,Timing: Wacht op het juiste moment voor transities,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02776,src/content/newaza/training-elements.md,base,Transities,line 42,general,Chain reactions: Koppel technieken aan elkaar,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02777,src/content/newaza/training-elements.md,base,Transities,line 43,general,Recovery: Leer snel te herstellen van mislukte pogingen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02778,src/content/newaza/training-elements.md,base,Geavanceerde Elementen,line 45,general,Geavanceerde Elementen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02779,src/content/newaza/training-elements.md,base,Submissie Technieken,line 47,general,Submissie Technieken,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02780,src/content/newaza/training-elements.md,base,Submissie Technieken,line 49,general,Submissies zijn technieken die een tegenstander dwingen tot overgave.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02781,src/content/newaza/training-elements.md,base,Submissie Technieken,line 52,general,"Joint locks: Gewrichtsklemmen (armbar, kimura, etc.)",Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02782,src/content/newaza/training-elements.md,base,Submissie Technieken,line 53,general,"Chokes: Wurgingen (rear naked choke, guillotine, etc.)",Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02783,src/content/newaza/training-elements.md,base,Submissie Technieken,line 54,general,"Pressure: Druk technieken (knee on belly, mount pressure)",Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02784,src/content/newaza/training-elements.md,base,Verdediging,line 58,general,Effectieve verdediging is net zo belangrijk als aanval.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02785,src/content/newaza/training-elements.md,base,Verdediging,line 61,general,Frame creation: Maak frames om ruimte te creëren,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02786,src/content/newaza/training-elements.md,base,Verdediging,line 62,safety,Hip escape: Gebruik heup escapes om uit gevaarlijke posities te komen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02787,src/content/newaza/training-elements.md,base,Verdediging,line 63,general,Bridge and roll: Gebruik bridges om jezelf te bevrijden,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02788,src/content/newaza/training-elements.md,base,Verdediging,line 64,general,Guard recovery: Herstel guard positie wanneer mogelijk,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02789,src/content/newaza/training-elements.md,base,Conditioning,line 66,general,Conditioning,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02790,src/content/newaza/training-elements.md,base,Conditioning,line 68,general,Fysieke conditie is essentieel voor newaza prestaties.,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02791,src/content/newaza/training-elements.md,base,Conditioning,line 71,general,Cardio: Uithoudingsvermogen voor lange gevechten,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02792,src/content/newaza/training-elements.md,base,Conditioning,line 72,general,Strength: Kracht voor effectieve technieken,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02793,src/content/newaza/training-elements.md,base,Conditioning,line 73,general,Flexibility: Flexibiliteit voor complexe bewegingen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02794,src/content/newaza/training-elements.md,base,Conditioning,line 74,general,Recovery: Vermogen om snel te herstellen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02795,src/content/newaza/training-elements.md,base,Training Methodologie,line 76,general,Training Methodologie,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02796,src/content/newaza/training-elements.md,base,Progressieve Oefening,line 78,general,Progressieve Oefening,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02797,src/content/newaza/training-elements.md,base,Progressieve Oefening,line 80,general,Begin altijd met basis elementen en bouw geleidelijk op:,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02798,src/content/newaza/training-elements.md,base,Progressieve Oefening,line 82,general,Isolated drills: Oefen individuele elementen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02799,src/content/newaza/training-elements.md,base,Progressieve Oefening,line 83,general,Combination drills: Combineer meerdere elementen,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02800,src/content/newaza/training-elements.md,base,Progressieve Oefening,line 84,general,Live training: Toepassing in echte situaties,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02801,src/content/newaza/training-elements.md,base,Progressieve Oefening,line 85,general,Competition: Test je vaardigheden onder druk,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02802,src/content/newaza/training-elements.md,base,Feedback en Aanpassing,line 87,general,Feedback en Aanpassing,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02803,src/content/newaza/training-elements.md,base,Feedback en Aanpassing,line 89,general,Constante feedback is essentieel voor verbetering:,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02804,src/content/newaza/training-elements.md,base,Feedback en Aanpassing,line 91,general,Partner feedback: Luister naar je trainingspartner,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02805,src/content/newaza/training-elements.md,base,Feedback en Aanpassing,line 92,grading,Instructor guidance: Zoek begeleiding van ervaren instructeurs,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02806,src/content/newaza/training-elements.md,base,Feedback en Aanpassing,line 93,general,Video analysis: Analyseer je eigen prestaties,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02807,src/content/newaza/training-elements.md,base,Feedback en Aanpassing,line 94,general,Self-reflection: Evalueer je eigen vooruitgang regelmatig,Use docs/Gojuryu_newaza.pdf and docs/Gojuryu_newaza_extracted.txt first.,candidate
C02808,src/data/graduations/10th-kyu.json,base,10th-kyu,title,grading,THE WAY TO 10TH KYU,Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02809,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[0].category,grading,Kihon Waza (Basic Techniques),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02810,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[0].techniques[0],grading,Jodan age uke (Upper rising block),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02811,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[0].techniques[1],grading,Chudan (soto) yoko uke (Middle/out/side block),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02812,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[0].techniques[2],grading,Gedan harai uke / gedan barai (Lower sweeping block),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02813,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[0].techniques[3],grading,Seiken zuki (Proper fist punch),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02814,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[0].techniques[4],grading,Mae geri (Front kick),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02815,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[0].techniques[5],grading,Mawashi geri (Roundhouse kick),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02816,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[1].category,grading,Tachi Kata (Stances),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02817,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[1].techniques[0],grading,Musubi dachi (Ready stance),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02818,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[1].techniques[1],grading,Heiko dachi (Parallel stance),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02819,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[1].techniques[2],grading,Zenkutsu dachi (Front stance),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02820,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[2].category,grading,Unsoku Ho (Foot Work),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02821,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[2].techniques[0],grading,Zenkutsu dachi,Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02822,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[3].category,grading,Hojo Undo (Supplemental Training),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02823,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[3].techniques[0],grading,Makiwara (Focus pad),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
C02824,src/data/graduations/10th-kyu.json,base,10th-kyu,techniques[3].techniques[1],grading,O gyaku zuki (Reverse punch),Use grading syllabus files in src/data/graduations and any official grading regulations in local docs.,candidate
